,open_TSLA,high_TSLA,low_TSLA,close_TSLA,volume_TSLA
2024-06-13 09:55:00,188.6600,189.0900,188.1500,188.8200,499017
2024-06-13 09:56:00,188.7950,189.1500,188.6600,188.9300,370586
2024-06-13 09:57:00,188.9200,189.2400,188.8000,189.1100,355878
2024-06-13 09:58:00,189.1500,189.3900,188.9000,189.2473,314436
2024-06-13 09:59:00,189.2799,189.5600,188.1645,189.4750,446718
2024-06-13 10:00:00,189.5000,189.8500,189.0500,189.1599,666118
2024-06-13 10:01:00,189.1000,189.4300,188.6700,189.2400,447929
2024-06-13 10:02:00,189.2572,189.5800,189.0800,189.3300,286363
2024-06-13 10:03:00,189.3700,189.9100,188.1699,189.8900,507672
2024-06-13 10:04:00,189.8900,190.5783,189.3300,190.3300,1926106
2024-06-13 10:05:00,190.3700,190.7600,190.2000,190.5900,624244
2024-06-13 10:06:00,190.6100,190.9000,190.5000,190.8100,641413
2024-06-13 10:07:00,190.8100,191.0800,190.5500,190.8940,727203
2024-06-13 10:08:00,190.8850,190.8981,190.5700,190.8400,419351
2024-06-13 10:09:00,190.8132,190.9900,190.4000,190.4900,603800
2024-06-13 10:10:00,190.4600,190.4750,188.6500,188.8900,964758
2024-06-13 10:11:00,188.8800,189.0800,187.5500,188.1100,960621
2024-06-13 10:12:00,188.1003,188.3554,188.0000,188.2200,456799
2024-06-13 10:13:00,188.2500,188.5694,187.8500,187.9200,543246
2024-06-13 10:14:00,187.9199,187.9500,187.4200,187.8400,516325
2024-06-13 10:15:00,187.8300,187.8799,187.2500,187.6200,447084
2024-06-13 10:16:00,187.5920,187.6800,186.7400,186.9050,704302
2024-06-13 10:17:00,186.9200,186.9200,186.3600,186.6600,505895
2024-06-13 10:18:00,186.6500,186.6500,186.0600,186.2800,482772
2024-06-13 10:19:00,186.3000,186.4000,185.7200,185.7400,628191
2024-06-13 10:20:00,185.7600,186.2000,185.6500,185.9510,597841
2024-06-13 10:21:00,185.9400,186.4700,185.9000,186.3000,481702
2024-06-13 10:22:00,186.3000,186.3002,185.5200,185.5899,503691
2024-06-13 10:23:00,185.5650,185.6300,184.5800,184.6400,1018749
2024-06-13 10:24:00,184.6300,184.7300,184.1800,184.2200,701785
2024-06-13 10:25:00,184.2240,184.5599,184.2000,184.3950,422547
2024-06-13 10:26:00,184.3800,184.4900,183.4800,183.5991,819493
2024-06-13 10:27:00,183.6200,188.1645,183.5500,184.2100,568509
2024-06-13 10:28:00,184.2385,185.0800,184.2300,184.9358,774766
2024-06-13 10:29:00,184.9352,185.1800,184.7000,185.0600,454462
2024-06-13 10:30:00,185.0500,185.1600,184.7400,184.9400,422205
2024-06-13 10:31:00,184.9200,184.9500,184.7100,184.8600,344769
2024-06-13 10:32:00,184.8510,184.9800,183.8700,183.8863,508821
2024-06-13 10:33:00,183.9143,184.1200,183.5700,183.5800,596799
2024-06-13 10:34:00,183.5900,183.8800,183.2500,183.7700,528215
2024-06-13 10:35:00,183.7600,184.2699,183.4100,183.5509,417219
2024-06-13 10:36:00,183.5700,184.0500,183.5700,183.8800,263322
2024-06-13 10:37:00,183.8700,183.9200,183.5100,183.8000,271565
2024-06-13 10:38:00,183.8027,183.8500,183.5100,183.5600,243922
2024-06-13 10:39:00,183.5657,184.4600,183.5657,184.3850,348174
2024-06-13 10:40:00,184.3800,184.3999,183.3000,183.3599,391024
2024-06-13 10:41:00,183.3307,183.6793,182.7700,183.0300,666967
2024-06-13 10:42:00,183.0700,183.0800,182.2500,182.3299,568591
2024-06-13 10:43:00,182.2717,182.4200,181.9420,181.9850,579524
2024-06-13 10:44:00,181.9600,182.3700,181.9400,182.1450,341138
2024-06-13 10:45:00,182.1600,182.8199,182.1500,182.5300,486470
2024-06-13 10:46:00,182.5900,182.9599,182.3400,182.9300,364580
2024-06-13 10:47:00,182.9600,183.1737,182.7500,183.1737,394708
2024-06-13 10:48:00,183.1400,183.1900,182.8700,183.0900,406090
2024-06-13 10:49:00,183.0900,183.3800,183.0400,183.1100,272169
2024-06-13 10:50:00,183.1400,183.6390,183.0718,183.6000,301754
2024-06-13 10:51:00,183.6300,183.7928,183.4400,183.4800,410485
2024-06-13 10:52:00,183.4850,183.9300,183.4400,183.8300,306919
2024-06-13 10:53:00,183.8200,184.3100,183.8200,184.1200,343829
2024-06-13 10:54:00,184.1800,184.2700,183.5250,183.7186,364144
2024-06-13 10:55:00,183.7200,183.8900,182.9300,182.9300,430482
2024-06-13 10:56:00,182.9400,183.0300,182.6100,182.6977,277761
2024-06-13 10:57:00,182.7000,183.1300,182.5500,182.9100,328561
2024-06-13 10:58:00,182.9500,183.0790,182.4700,182.5700,330698
2024-06-13 10:59:00,182.5900,182.9000,182.5000,182.5500,224912
2024-06-13 11:00:00,182.5400,183.2000,182.5400,183.1806,266697
2024-06-13 11:01:00,183.2000,184.0900,183.1800,183.9500,404625
2024-06-13 11:02:00,183.9300,184.0670,183.7000,183.7000,323686
2024-06-13 11:03:00,183.7000,184.0550,183.6000,183.6900,229108
2024-06-13 11:04:00,183.6600,183.9900,183.6000,183.7000,264870
2024-06-13 11:05:00,183.6997,184.1600,183.6400,184.1100,200442
2024-06-13 11:06:00,184.1100,184.5000,183.9400,184.4500,339012
2024-06-13 11:07:00,184.4999,184.6400,184.3700,184.6200,279078
2024-06-13 11:08:00,184.6300,184.8000,184.6000,184.6731,279634
2024-06-13 11:09:00,184.6310,184.6800,184.2600,184.2900,268451
2024-06-13 11:10:00,184.2733,184.8000,184.1500,184.5400,265022
2024-06-13 11:11:00,184.5300,184.5314,184.1600,184.3800,147647
2024-06-13 11:12:00,184.3800,184.7500,184.3600,184.4399,210884
2024-06-13 11:13:00,184.4300,184.5999,184.0701,184.3300,172716
2024-06-13 11:14:00,184.3600,184.4100,184.1100,184.1800,164427
2024-06-13 11:15:00,184.2099,184.2099,183.4800,183.5000,338094
2024-06-13 11:16:00,183.5000,183.6700,183.3000,183.4797,245411
2024-06-13 11:17:00,183.4986,183.4986,183.1000,183.2150,266807
2024-06-13 11:18:00,183.1700,183.1700,182.8000,182.8117,248975
2024-06-13 11:19:00,182.8300,182.9599,182.5800,182.6800,239472
2024-06-13 11:20:00,182.6800,183.0000,182.6001,182.8950,204619
2024-06-13 11:21:00,182.8800,183.1900,182.7600,183.1299,208328
2024-06-13 11:22:00,183.1399,183.2100,182.8501,183.0000,169991
2024-06-13 11:23:00,183.0000,183.1200,182.8500,182.9500,169348
2024-06-13 11:24:00,182.9500,183.3600,182.9500,183.1000,201824
2024-06-13 11:25:00,183.1200,183.6100,183.0900,183.5350,199828
2024-06-13 11:26:00,183.5400,183.9800,183.4800,183.9600,259668
2024-06-13 11:27:00,183.9800,184.0894,183.7500,183.9200,229216
2024-06-13 11:28:00,183.9400,183.9600,183.8000,183.8300,121887
2024-06-13 11:29:00,183.8300,184.0500,183.6316,183.8700,191015
2024-06-13 11:30:00,183.8650,184.0000,183.7701,183.8700,121090
2024-06-13 11:31:00,183.9100,184.2200,183.8900,184.1300,228706
2024-06-13 11:32:00,184.1000,184.3600,183.8600,184.3400,209845
2024-06-13 11:33:00,184.3400,184.5200,184.3000,184.4500,214658
2024-06-13 11:34:00,184.4500,184.7600,184.4200,184.6000,238435
2024-06-13 11:35:00,184.6150,184.6400,184.3200,184.3700,201894
2024-06-13 11:36:00,184.3900,184.5400,183.9000,183.9700,221698
2024-06-13 11:37:00,183.9600,184.3400,183.8400,184.0850,163667
2024-06-13 11:38:00,184.0700,184.2050,183.9600,184.1300,130213
2024-06-13 11:39:00,184.1197,184.1985,183.6500,183.6500,196168
2024-06-13 11:40:00,183.6900,183.8500,183.5600,183.6547,138765
2024-06-13 11:41:00,183.6850,183.9100,183.3850,183.8900,194073
2024-06-13 11:42:00,183.8900,183.9400,183.6601,183.7800,118646
2024-06-13 11:43:00,183.7800,183.9090,183.6100,183.6950,133323
2024-06-13 11:44:00,183.6600,183.6800,183.3400,183.3700,194865
2024-06-13 11:45:00,183.4200,183.6500,183.3501,183.6289,134356
2024-06-13 11:46:00,183.5700,184.0600,183.5700,184.0200,192865
2024-06-13 11:47:00,184.0300,184.1599,183.9000,183.9950,130994
2024-06-13 11:48:00,184.0100,184.1600,183.9800,184.1100,92662
2024-06-13 11:49:00,184.1018,184.1153,183.8801,183.9100,79417
2024-06-13 11:50:00,183.8917,184.1500,183.7100,183.7788,161096
2024-06-13 11:51:00,183.7701,184.2200,183.7401,184.1400,155703
2024-06-13 11:52:00,184.1700,184.3895,184.1151,184.1750,146570
2024-06-13 11:53:00,184.1899,184.3600,184.1390,184.2200,97189
2024-06-13 11:54:00,184.2100,184.5400,184.1800,184.4495,159370
2024-06-13 11:55:00,184.4500,184.5500,184.3400,184.3782,126874
2024-06-13 11:56:00,184.3750,184.6431,184.2800,184.5600,231777
2024-06-13 11:57:00,184.5600,184.7300,184.5200,184.6829,142772
2024-06-13 11:58:00,184.6897,184.8900,184.5700,184.8400,300763
2024-06-13 11:59:00,184.8400,184.9500,184.6500,184.7600,241189
2024-06-13 12:00:00,184.7501,185.2400,184.6500,184.6501,426683
2024-06-13 12:01:00,184.6505,184.7800,184.2200,184.2900,262334
2024-06-13 12:02:00,184.2700,184.3050,183.9300,184.1500,354927
2024-06-13 12:03:00,184.1500,184.5000,184.0100,184.4500,210749
2024-06-13 12:04:00,184.4300,184.5600,183.9800,184.0699,206216
2024-06-13 12:05:00,184.0699,184.1800,183.9600,184.1500,130204
2024-06-13 12:06:00,184.1600,184.9700,184.1300,184.9500,241589
2024-06-13 12:07:00,184.9200,185.1500,184.7700,184.9700,264804
2024-06-13 12:08:00,184.9700,184.9800,184.8000,184.8567,116947
2024-06-13 12:09:00,184.8600,185.1100,184.6500,185.0710,212715
2024-06-13 12:10:00,185.0800,185.1600,185.0200,185.1050,163379
2024-06-13 12:11:00,185.1000,185.3600,184.9400,185.1383,256922
2024-06-13 12:12:00,185.0900,185.2700,185.0100,185.2200,138925
2024-06-13 12:13:00,185.2400,185.2400,185.0700,185.1103,91714
2024-06-13 12:14:00,185.1100,185.3219,185.0900,185.1800,134987
2024-06-13 12:15:00,185.1700,185.3800,184.9200,184.9800,290489
2024-06-13 12:16:00,184.9600,185.4100,184.9500,185.3800,223720
2024-06-13 12:17:00,185.3700,185.5800,185.3500,185.4200,264184
2024-06-13 12:18:00,185.4214,185.5600,185.2600,185.2901,143070
2024-06-13 12:19:00,185.3200,185.3300,184.7600,184.7800,232357
2024-06-13 12:20:00,184.7800,184.9496,184.6800,184.8900,193286
2024-06-13 12:21:00,184.8600,185.1100,184.8200,184.8201,168682
2024-06-13 12:22:00,184.8400,184.8700,184.5500,184.7550,141496
2024-06-13 12:23:00,184.7500,184.8900,184.6000,184.6150,165619
2024-06-13 12:24:00,184.6150,184.8900,184.5800,184.8550,121611
2024-06-13 12:25:00,184.8600,184.8800,184.6400,184.7500,59844
2024-06-13 12:26:00,184.7799,184.7800,183.9700,183.9700,325960
2024-06-13 12:27:00,184.0000,184.2700,183.9800,184.2500,201926
2024-06-13 12:28:00,184.2500,184.5000,184.2000,184.3400,115332
2024-06-13 12:29:00,184.3500,184.6399,184.2700,184.4600,147211
2024-06-13 12:30:00,184.4600,184.9300,184.4400,184.9299,198763
2024-06-13 12:31:00,184.9300,185.1500,184.6000,184.6750,194174
2024-06-13 12:32:00,184.6750,184.7100,183.9400,184.0400,312648
2024-06-13 12:33:00,184.0500,184.5000,184.0500,184.3200,149827
2024-06-13 12:34:00,184.3396,184.4700,184.3000,184.3300,85639
2024-06-13 12:35:00,184.3500,184.4200,184.2900,184.3450,70194
2024-06-13 12:36:00,184.3300,184.5000,184.2400,184.3300,180079
2024-06-13 12:37:00,184.3600,184.5000,184.2600,184.3800,96170
2024-06-13 12:38:00,184.3600,184.7800,184.0700,184.0900,264545
2024-06-13 12:39:00,184.0700,184.0900,183.8100,183.9148,212263
2024-06-13 12:40:00,183.9200,183.9800,183.6600,183.9250,199481
2024-06-13 12:41:00,183.9300,184.0500,183.8400,183.8599,102268
2024-06-13 12:42:00,183.8400,184.0000,183.7000,183.9300,109465
2024-06-13 12:43:00,183.9100,184.0599,183.5700,183.5999,134247
2024-06-13 12:44:00,183.5800,183.7100,183.5700,183.6800,87953
2024-06-13 12:45:00,183.6900,183.9800,183.4200,183.6550,214386
2024-06-13 12:46:00,183.6550,183.6899,183.3800,183.4350,144746
2024-06-13 12:47:00,183.4100,183.4100,182.8500,182.8900,312301
2024-06-13 12:48:00,182.8700,182.9800,182.8000,182.8701,179355
2024-06-13 12:49:00,182.9099,183.1000,182.8800,183.0500,122860
2024-06-13 12:50:00,183.0500,183.3600,183.0301,183.3100,118850
2024-06-13 12:51:00,183.2900,183.6800,183.2501,183.6300,172149
2024-06-13 12:52:00,183.6400,183.7700,183.5700,183.7600,133495
2024-06-13 12:53:00,183.7500,183.8995,183.7100,183.7689,151452
2024-06-13 12:54:00,183.7646,183.8800,183.6715,183.8301,99222
2024-06-13 12:55:00,183.8700,183.8900,183.4700,183.6501,170596
2024-06-13 12:56:00,183.6800,183.9200,183.6500,183.6650,105710
2024-06-13 12:57:00,183.6500,183.6600,183.4500,183.5700,123796
2024-06-13 12:58:00,183.5700,183.8500,183.5100,183.8100,119144
2024-06-13 12:59:00,183.8400,183.8800,183.5100,183.6443,105295
2024-06-13 13:00:00,183.6100,183.7999,183.5105,183.6200,112677
2024-06-13 13:01:00,183.6000,183.6600,183.3500,183.6550,113041
2024-06-13 13:02:00,183.6899,183.9600,183.5400,183.6300,192543
2024-06-13 13:03:00,183.6878,183.8500,183.5500,183.7600,111893
2024-06-13 13:04:00,183.7800,183.9000,183.5300,183.7300,102664
2024-06-13 13:05:00,183.7400,183.9600,183.6300,183.6800,105299
2024-06-13 13:06:00,183.6500,183.6500,183.4200,183.4450,130066
2024-06-13 13:07:00,183.4699,183.5500,183.3000,183.4788,119359
2024-06-13 13:08:00,183.4700,183.5900,183.3706,183.5231,64762
2024-06-13 13:09:00,183.5100,183.6800,183.3500,183.3500,84840
2024-06-13 13:10:00,183.3750,183.5500,183.2800,183.5199,107703
2024-06-13 13:11:00,183.5136,183.7700,183.4900,183.6750,96965
2024-06-13 13:12:00,183.6800,183.8600,183.6000,183.8200,106781
2024-06-13 13:13:00,183.8500,183.8900,183.7300,183.8350,103238
2024-06-13 13:14:00,183.8399,183.9300,183.7100,183.8034,121249
2024-06-13 13:15:00,183.7800,183.8900,183.5501,183.6700,124806
2024-06-13 13:16:00,183.6600,183.8400,183.6000,183.7999,93895
2024-06-13 13:17:00,183.7600,184.1000,183.7600,184.0702,173991
2024-06-13 13:18:00,184.0700,184.2500,183.9600,184.2499,163678
2024-06-13 13:19:00,184.2200,184.2400,184.0100,184.0885,127047
2024-06-13 13:20:00,184.0700,184.1500,183.9300,184.1489,118915
2024-06-13 13:21:00,184.1394,184.1800,183.8800,183.9450,103498
2024-06-13 13:22:00,183.9450,184.1100,183.9401,184.0400,77482
2024-06-13 13:23:00,184.0300,184.2500,184.0200,184.1600,110502
2024-06-13 13:24:00,184.1500,184.2300,184.0900,184.1200,98987
2024-06-13 13:25:00,184.1400,184.1600,183.9800,183.9950,91449
2024-06-13 13:26:00,183.9900,184.2500,183.8400,184.1100,145779
2024-06-13 13:27:00,184.1239,184.2400,183.7300,183.7500,107172
2024-06-13 13:28:00,183.7500,183.9200,183.7400,183.8400,94175
2024-06-13 13:29:00,183.8300,183.8848,183.7200,183.7499,63667
2024-06-13 13:30:00,183.7211,183.8400,183.6500,183.7500,99758
2024-06-13 13:31:00,183.7700,183.8700,183.6500,183.7450,75175
2024-06-13 13:32:00,183.7600,184.1005,183.7600,184.0700,136689
2024-06-13 13:33:00,184.0600,184.1800,183.9500,184.0800,103630
2024-06-13 13:34:00,184.0700,184.1500,184.0400,184.1200,45280
2024-06-13 13:35:00,184.1239,184.3500,184.1100,184.2017,107092
2024-06-13 13:36:00,184.1900,184.2000,184.0100,184.0900,90414
2024-06-13 13:37:00,184.1000,184.1200,183.7500,183.8800,114105
2024-06-13 13:38:00,183.8500,184.0500,183.8317,184.0000,105345
2024-06-13 13:39:00,183.9900,184.0400,183.9300,184.0382,145369
2024-06-13 13:40:00,184.0400,184.1600,184.0310,184.0650,68575
2024-06-13 13:41:00,184.0500,184.1900,184.0000,184.0799,72536
2024-06-13 13:42:00,184.0618,184.3500,184.0200,184.3300,98988
2024-06-13 13:43:00,184.3398,184.3900,184.1400,184.1500,99786
2024-06-13 13:44:00,184.1600,184.2500,183.9500,183.9800,116040
2024-06-13 13:45:00,183.9698,184.1400,183.9698,184.0903,53241
2024-06-13 13:46:00,184.1200,184.2600,184.1000,184.1627,97892
2024-06-13 13:47:00,184.1700,184.2900,184.1370,184.2900,64275
2024-06-13 13:48:00,184.2600,184.3900,184.2600,184.3699,96956
2024-06-13 13:49:00,184.3700,184.3992,184.2300,184.3702,102567
2024-06-13 13:50:00,184.3600,184.5300,184.2700,184.2760,139113
2024-06-13 13:51:00,184.3000,184.4200,184.0300,184.3100,174491
2024-06-13 13:52:00,184.3200,184.4900,184.2850,184.3100,116973
2024-06-13 13:53:00,184.3299,184.3400,184.1778,184.2300,64834
2024-06-13 13:54:00,184.2500,184.4200,184.2000,184.3300,50398
2024-06-13 13:55:00,184.3200,184.3700,184.0700,184.0716,112556
2024-06-13 13:56:00,184.0800,184.1400,184.0100,184.0500,96580
2024-06-13 13:57:00,184.0600,184.2200,184.0500,184.1801,68649
2024-06-13 13:58:00,184.1800,184.3000,184.1500,184.2645,77866
2024-06-13 13:59:00,184.2550,184.3500,184.2050,184.2750,103697
2024-06-13 14:00:00,184.2400,184.3800,184.2100,184.2300,88258
2024-06-13 14:01:00,184.2400,184.3299,184.0700,184.1300,87082
2024-06-13 14:02:00,184.1200,184.2200,184.0100,184.1600,73152
2024-06-13 14:03:00,184.1800,184.2700,184.1300,184.1400,57093
2024-06-13 14:04:00,184.1450,184.2200,183.8000,183.8200,178869
2024-06-13 14:05:00,183.8000,183.9200,183.7000,183.9000,160097
2024-06-13 14:06:00,183.9000,184.0550,183.8900,184.0550,112854
2024-06-13 14:07:00,184.0550,184.5400,184.0500,184.4750,216272
2024-06-13 14:08:00,184.4750,184.5100,184.3200,184.3202,114797
2024-06-13 14:09:00,184.3200,184.3414,184.1300,184.1400,84469
2024-06-13 14:10:00,184.1400,184.1500,183.9300,183.9700,119531
2024-06-13 14:11:00,183.9700,184.0699,183.9000,183.9800,107794
2024-06-13 14:12:00,183.9800,184.2400,183.8600,184.2150,153435
2024-06-13 14:13:00,184.2000,184.2400,184.0100,184.2199,102489
2024-06-13 14:14:00,184.2011,184.3800,184.1600,184.3624,238834
2024-06-13 14:15:00,184.3650,184.3650,184.1900,184.2800,48261
2024-06-13 14:16:00,184.3000,184.5100,184.2600,184.4200,129099
2024-06-13 14:17:00,184.4192,184.7200,184.4000,184.7000,166154
2024-06-13 14:18:00,184.7200,184.7500,184.5400,184.6300,294664
2024-06-13 14:19:00,184.6300,184.7400,184.6100,184.7050,95704
2024-06-13 14:20:00,184.7092,184.7200,184.6001,184.6400,79689
2024-06-13 14:21:00,184.6400,184.7100,184.6100,184.6300,57040
2024-06-13 14:22:00,184.6394,184.8800,184.6100,184.7900,165518
2024-06-13 14:23:00,184.7900,184.7900,184.6100,184.6490,103762
2024-06-13 14:24:00,184.6599,184.7493,184.6100,184.7307,88914
2024-06-13 14:25:00,184.7500,184.8699,184.7500,184.7900,123366
2024-06-13 14:26:00,184.8000,184.8099,184.2600,184.3237,141942
2024-06-13 14:27:00,184.3000,184.4999,184.2400,184.3300,93275
2024-06-13 14:28:00,184.3450,184.4600,184.3352,184.4150,74930
2024-06-13 14:29:00,184.4150,184.5200,184.3700,184.4675,66577
2024-06-13 14:30:00,184.4500,184.8500,184.4200,184.7900,162639
2024-06-13 14:31:00,184.7700,184.7800,184.6600,184.7200,77662
2024-06-13 14:32:00,184.7200,184.7800,184.6100,184.6100,68213
2024-06-13 14:33:00,184.6100,184.6800,184.4600,184.4900,79492
2024-06-13 14:34:00,184.5050,184.6000,184.4000,184.4994,58752
2024-06-13 14:35:00,184.4968,184.5500,184.3600,184.5350,85727
2024-06-13 14:36:00,184.5400,184.6899,184.4900,184.6350,98444
2024-06-13 14:37:00,184.6200,184.8500,184.4900,184.5300,135369
2024-06-13 14:38:00,184.5500,184.6200,184.3900,184.5200,94312
2024-06-13 14:39:00,184.5400,184.6000,184.4600,184.5100,52804
2024-06-13 14:40:00,184.5100,184.5299,184.3300,184.4300,108167
2024-06-13 14:41:00,184.4300,184.6700,184.3900,184.4800,128063
2024-06-13 14:42:00,184.5000,184.5500,184.3500,184.4150,70103
2024-06-13 14:43:00,184.4100,184.4900,184.3800,184.4350,60544
2024-06-13 14:44:00,184.4558,184.4900,184.3700,184.4600,40889
2024-06-13 14:45:00,184.4600,184.4600,184.1300,184.1765,161913
2024-06-13 14:46:00,184.1854,184.2000,184.0700,184.1100,138778
2024-06-13 14:47:00,184.1067,184.1200,183.9500,184.0500,184505
2024-06-13 14:48:00,184.0401,184.1100,183.9400,184.0900,98804
2024-06-13 14:49:00,184.1000,184.3100,184.0100,184.2650,147037
2024-06-13 14:50:00,184.2700,184.2900,184.1900,184.2200,58796
2024-06-13 14:51:00,184.2193,184.2400,184.0700,184.0801,75660
2024-06-13 14:52:00,184.0800,184.1600,184.0507,184.0900,45206
2024-06-13 14:53:00,184.0900,184.1484,184.0300,184.1100,48704
2024-06-13 14:54:00,184.1000,184.1000,183.9700,184.0300,77003
2024-06-13 14:55:00,184.0400,184.2399,184.0300,184.2200,86291
2024-06-13 14:56:00,184.2400,184.2990,184.2100,184.2300,88833
2024-06-13 14:57:00,184.2400,184.2400,184.0200,184.0680,85080
2024-06-13 14:58:00,184.0400,184.0400,183.9500,184.0050,88581
2024-06-13 14:59:00,184.0050,184.0500,183.7500,183.8500,146900
2024-06-13 15:00:00,183.8300,183.9300,183.6400,183.8828,195657
2024-06-13 15:01:00,183.8822,184.0800,183.8300,184.0447,105800
2024-06-13 15:02:00,184.0400,184.2000,183.9500,184.1000,131907
2024-06-13 15:03:00,184.1000,184.1900,184.0200,184.1500,87929
2024-06-13 15:04:00,184.1500,184.2600,184.0900,184.1734,80689
2024-06-13 15:05:00,184.1700,184.1995,184.0500,184.0653,60174
2024-06-13 15:06:00,184.0600,184.0800,183.7101,183.7800,134706
2024-06-13 15:07:00,183.7850,183.9700,183.7800,183.9000,104148
2024-06-13 15:08:00,183.9100,183.9700,183.8500,183.8650,50915
2024-06-13 15:09:00,183.8500,183.9900,183.8400,183.8900,61770
2024-06-13 15:10:00,183.8900,183.9600,183.7400,183.8700,153211
2024-06-13 15:11:00,183.8800,183.9899,183.7400,183.7400,73886
2024-06-13 15:12:00,183.7549,183.8000,183.7400,183.7600,67142
2024-06-13 15:13:00,183.7700,183.8700,183.7400,183.7500,81960
2024-06-13 15:14:00,183.7500,183.7700,183.2900,183.2900,236703
2024-06-13 15:15:00,183.2850,183.3000,182.9000,182.9496,292671
2024-06-13 15:16:00,182.9200,182.9700,182.6300,182.7450,291417
2024-06-13 15:17:00,182.7300,182.8981,182.7000,182.8450,143673
2024-06-13 15:18:00,182.8500,182.9690,182.7901,182.9200,137166
2024-06-13 15:19:00,182.9200,183.0300,182.8000,182.9600,103511
2024-06-13 15:20:00,182.9800,183.2200,182.9596,183.1800,172592
2024-06-13 15:21:00,183.1600,183.1900,183.0600,183.1250,95310
2024-06-13 15:22:00,183.1100,183.1399,183.0100,183.0500,119780
2024-06-13 15:23:00,183.0600,183.1099,182.8600,182.8900,107035
2024-06-13 15:24:00,182.9000,182.9200,182.7200,182.7206,100806
2024-06-13 15:25:00,182.7400,182.8100,182.7200,182.7400,109894
2024-06-13 15:26:00,182.7302,182.9400,182.7300,182.7750,153604
2024-06-13 15:27:00,182.7900,182.7900,182.6200,182.6550,189814
2024-06-13 15:28:00,182.6600,182.9150,182.5800,182.8331,171458
2024-06-13 15:29:00,182.8399,182.8599,182.5500,182.5600,115267
2024-06-13 15:30:00,182.5700,182.6300,182.4200,182.4350,237624
2024-06-13 15:31:00,182.4200,182.4650,182.2100,182.2600,221145
2024-06-13 15:32:00,182.2600,182.4013,182.1500,182.2799,196581
2024-06-13 15:33:00,182.2900,182.3800,182.2200,182.3400,139089
2024-06-13 15:34:00,182.3400,182.8000,182.3400,182.7800,283547
2024-06-13 15:35:00,182.8000,182.9100,182.6500,182.6600,199069
2024-06-13 15:36:00,182.6675,182.8499,182.4400,182.4750,145128
2024-06-13 15:37:00,182.4612,182.6399,182.3800,182.5200,147729
2024-06-13 15:38:00,182.5250,182.6400,182.4800,182.5550,94774
2024-06-13 15:39:00,182.5550,182.6700,182.3800,182.4901,134613
2024-06-13 15:40:00,182.5100,182.9000,182.5000,182.8700,185748
2024-06-13 15:41:00,182.8900,183.0000,182.7700,182.9000,218990
2024-06-13 15:42:00,182.9200,182.9500,182.8000,182.8000,125047
2024-06-13 15:43:00,182.8176,182.8200,182.6200,182.6701,136664
2024-06-13 15:44:00,182.6700,182.7700,182.5100,182.7300,209625
2024-06-13 15:45:00,182.7300,182.8100,182.6150,182.7219,141903
2024-06-13 15:46:00,182.7127,182.7200,182.4500,182.5670,174201
2024-06-13 15:47:00,182.5650,182.8600,182.5500,182.8490,145064
2024-06-13 15:48:00,182.8401,182.8500,182.5750,182.5800,114225
2024-06-13 15:49:00,182.5800,182.6000,182.4101,182.5000,159208
2024-06-13 15:50:00,182.4800,182.4800,181.9000,182.0500,481018
2024-06-13 15:51:00,182.0301,182.0400,181.6100,181.7450,539389
2024-06-13 15:52:00,181.7500,182.0100,181.6000,181.6101,310204
2024-06-13 15:53:00,181.6100,181.7000,181.4500,181.4500,280702
2024-06-13 15:54:00,181.4600,181.6200,181.2300,181.4399,300565
2024-06-13 15:55:00,181.4400,181.8100,181.3200,181.7509,314958
2024-06-13 15:56:00,181.7600,182.1100,181.7350,182.0975,336032
2024-06-13 15:57:00,182.0736,182.1800,181.9500,182.0500,245872
2024-06-13 15:58:00,182.0500,182.2800,182.0400,182.2500,356267
2024-06-13 15:59:00,182.2500,182.5650,182.1700,182.5650,1380665
2024-06-13 16:00:00,182.5600,182.9800,182.2400,182.8000,7466525
2024-06-13 16:01:00,182.7600,182.9200,182.4700,182.8700,34739
2024-06-13 16:02:00,182.8600,182.9900,182.4700,182.6300,171296
2024-06-13 16:03:00,182.4700,182.9700,182.4700,182.8700,5183
2024-06-13 16:04:00,182.8897,183.1100,182.4700,183.1100,51206
2024-06-13 16:05:00,183.0010,183.1900,182.4700,183.0500,45580
2024-06-13 16:06:00,183.0500,183.1098,182.4700,183.0100,55192
2024-06-13 16:07:00,183.0000,183.0800,182.8800,183.0500,14380
2024-06-13 16:08:00,183.0500,183.1500,182.9600,183.0000,16821
2024-06-13 16:09:00,183.0000,183.0500,182.9614,183.0500,12219
2024-06-13 16:10:00,183.0500,183.0500,183.0000,183.0000,10449
2024-06-13 16:11:00,183.0200,183.0500,183.0000,183.0197,6759
2024-06-13 16:12:00,183.0100,183.0500,182.9900,183.0500,22586
2024-06-13 16:13:00,183.0400,183.1000,182.9900,183.0500,8244
2024-06-13 16:14:00,183.0400,183.4500,183.0300,183.3400,15042
2024-06-13 16:15:00,183.3900,183.5500,182.4700,183.4300,22990
2024-06-13 16:16:00,183.4700,183.5000,183.4100,183.4900,13967
2024-06-13 16:17:00,183.5000,183.5000,183.3500,183.4982,9445
2024-06-13 16:18:00,183.4300,183.5000,183.3700,183.4550,11922
2024-06-13 16:19:00,183.4700,183.5000,183.4500,183.5000,15060
2024-06-13 16:20:00,183.4800,183.6300,183.4500,183.6300,12152
2024-06-13 16:21:00,183.6700,183.8000,183.6100,183.7500,23760
